MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,2,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,72255674,12751002,85006676,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,291639451,51465786,343105237,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,4,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,150866891,26623570,177490461,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,258939368,45695183,304634551,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,6,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,44277837,7813736,52091573,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,6,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,110337774,19471372,129809146,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,7,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,70707126,12477729,83184855,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,8,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,271031040,47829008,318860048,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ESF,10,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,55943406,9872366,65815772,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ESF,11,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,180510722,31854834,212365556,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ESF,12,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,123735094,21835605,145570699,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ESF,14,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,69424084,12251309,81675393,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ESF,9,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,197944462,34931376,232875838,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,01,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,49955148,8815615,58770763,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,01,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,143741047,25366067,169107114,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,02,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,39202104,6918019,46120123,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,03,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,108005260,19059752,127065012,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,04,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,26134736,4612012,30746748,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,04,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,65336840,11530031,76866871,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,05,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,136055371,24009772,160065143,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,09,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,24581085,4337839,28918924,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ERDF,09,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,58803156,10377028,69180184,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ESF,06,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,70935951,12518110,83454061,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ESF,07,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,68226384,12039951,80266335,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ESF,08,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,79854611,14091991,93946602,85%
PL,Poland,2014PL16M2OP004,1.2,Lubuskie Voivodeship - ERDF/ESF,ESF,10,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,36098000,6370236,42468236,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,I,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,201619822,35579969,237199791,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,II,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,274835401,48500365,323335766,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,III,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,93690668,16533647,110224315,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,III,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,301972221,53289216,355261437,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,IV,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,224954770,39697901,264652671,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,V,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,16608702,2930948,19539650,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,V,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,100889356,17804004,118693360,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VI,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,40742435,7189842,47932277,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VI,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,59897859,10570210,70468069,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VI,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,178485543,31497449,209982992,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VII,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,22955139,4050907,27006046,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VII,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,41080777,7249549,48330326,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ERDF,VII,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,63700694,11241300,74941994,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ESF,IX,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,162084441,28603137,190687578,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ESF,VIII,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,159872131,28212729,188084860,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ESF,X,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,115023713,20298303,135322016,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ESF,XI,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,130018967,22944524,152963491,85%
PL,Poland,2014PL16M2OP005,1.3,Łódzkie Voivodeship - ERDF/ESF,ESF,XII,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,67616476,11932320,79548796,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,250018348,44120885,294139233,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,11,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,170000000,30000000,200000000,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,12,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,20000000,3529412,23529412,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,12,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,131000000,23117647,154117647,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,2,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,140000000,24705883,164705883,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,240000000,42352942,282352942,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,4,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,404275507,71342737,475618244,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,15724493,2774911,18499404,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,5,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,31000000,5470589,36470589,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,107000000,18882353,125882353,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,6,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,89069362,15718123,104787485,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,80000000,14117647,94117647,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ERDF,7,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,390500000,68911765,459411765,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ESF,10,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,204930638,36164231,241094869,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ESF,13,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,101933476,17988261,119921737,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ESF,8,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,270764148,47781909,318546057,85%
PL,Poland,2014PL16M2OP006,1.2,Małolskie Voivodeship - ERDF/ESF,ESF,9,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,232000000,40941177,272941177,85%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,I,1,Research & Innovation,"Strengthening research, technological development and innovation",More developed,VOID,VOID,VOID,VOID,278217130,69554283,347771413,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,II,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),More developed,VOID,VOID,VOID,VOID,153599843,38399961,191999804,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,III,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),More developed,VOID,VOID,VOID,VOID,213369786,53342447,266712233,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,IV,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,More developed,VOID,VOID,VOID,VOID,324359153,81089789,405448942,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,V,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",More developed,VOID,VOID,VOID,VOID,29490483,7372621,36863104,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,V,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,More developed,VOID,VOID,VOID,VOID,61952083,15488021,77440104,80%
PL,Poland,2014PL16M2OP007,1.3,Mazowieckie Voivodeship - ERDF/ESF,ERDF,VI,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,116411947,29102987,145514934,80%
